,Label,Url,url_delimiter_count,url_digit_count,url_letter_count,url_symbol_count,url_digit_to_letter_ratio,url_encodes_characters,url_uses_https,url_get_port,url_uses_default_port_number,domain,domain_delimiter_count,domain_digit_count,domain_letter_count,domain_symbol_count,domain_digit_to_letter_ratio,path,path_delimiter_count,path_digit_count,path_letter_count,path_symbol_count,path_digit_to_letter_ratio,query,query_delimiter_count,query_digit_count,query_letter_count,query_symbol_count,query_digit_to_letter_ratio,total_query_variable_length,avg_query_variable_length,max_query_variable_length,total_query_variable_digit_count,avg_query_variable_digit_count,avg_query_variable_letter_count,total_query_variable_symbol_count,avg_query_variable_symbol_count,total_query_value_length,avg_query_value_length,max_query_value_length,total_query_value_digit_count,avg_query_value_digit_count,avg_query_value_letter_count,total_query_value_symbol_count,avg_query_value_symbol_count,fragment,fragment_delimiter_count,fragment_digit_count,fragment_letter_count,fragment_symbol_count,fragment_digit_to_letter_ratio,file_ext,file_ext_delimiter_count,file_ext_digit_count,file_ext_letter_count,file_ext_symbol_count,file_ext_digit_to_letter_ratio,file_ext_is_executable
12,0.0,http://barcolena.tk/Ourtime/Ourtime/,7,0,29,0,0.0,0,0,-1,0,barcolena.tk,1,0,11,0,0.0,/Ourtime/Ourtime/,3,0,14,0,0.0,,3,0,14,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
13,0.0,http://barcolena.cf/viz/v4/,7,1,19,0,0.05263157894736842,0,0,-1,0,barcolena.cf,1,0,11,0,0.0,/viz/v4/,3,1,4,0,0.25,,3,1,4,0,0.25,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
14,0.0,http://barcolena.tk/newcrl/OurTime%202019/,7,6,28,0,0.21428571428571427,1,0,-1,0,barcolena.tk,1,0,11,0,0.0,/newcrl/OurTime%202019/,3,6,13,0,0.46153846153846156,,3,6,13,0,0.46153846153846156,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
15,0.0,https://paypai-user-security-ref018.com/,8,3,29,0,0.10344827586206896,0,1,-1,0,paypai-user-security-ref018.com,4,3,24,0,0.125,/,1,0,0,0,0.0,,1,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
16,0.0,http://wcssolutionis.com/Onedrive1/,6,1,28,0,0.03571428571428571,0,0,-1,0,wcssolutionis.com,1,0,16,0,0.0,/Onedrive1/,2,1,8,0,0.125,,2,1,8,0,0.125,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
17,0.0,http://apnamazahai1.com/Zyzyz/Chase/,7,1,28,0,0.03571428571428571,0,0,-1,0,apnamazahai1.com,1,1,14,0,0.07142857142857142,/Zyzyz/Chase/,3,0,10,0,0.0,,3,0,10,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
18,0.0,http://apnamazahai1.com/Blso/Chase/,7,1,27,0,0.037037037037037035,0,0,-1,0,apnamazahai1.com,1,1,14,0,0.07142857142857142,/Blso/Chase/,3,0,9,0,0.0,,3,0,9,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
19,0.0,http://rpbuon.com/blockchain/bch/,7,0,26,0,0.0,0,0,-1,0,rpbuon.com,1,0,9,0,0.0,/blockchain/bch/,3,0,13,0,0.0,,3,0,13,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
20,0.0,http://nxtlvl-gaming.com/HUD/off-vl/,9,0,27,0,0.0,0,0,-1,0,nxtlvl-gaming.com,2,0,15,0,0.0,/HUD/off-vl/,4,0,8,0,0.0,,4,0,8,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
21,0.0,http://nxtlvl-gaming.com/HUD1/off-vl/,9,1,27,0,0.037037037037037035,0,0,-1,0,nxtlvl-gaming.com,2,0,15,0,0.0,/HUD1/off-vl/,4,1,8,0,0.125,,4,1,8,0,0.125,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
22,0.0,http://reflectivetherapy.co.uk/0000/,7,4,25,0,0.16,0,0,-1,0,reflectivetherapy.co.uk,2,0,21,0,0.0,/0000/,2,4,0,0,0.0,,2,4,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
23,0.0,http://reflectivetherapy.co.uk/0000/login.php?cmd=login_submit&id=1ba960639a01c4cd376c27019b9e19831ba960639a01c4cd376c27019b9e1983&session=1ba960639a01c4cd376c27019b9e19831ba960639a01c4cd376c27019b9e1983,13,96,92,0,1.0434782608695652,0,0,-1,0,reflectivetherapy.co.uk,2,0,21,0,0.0,/0000/login.php,3,4,8,0,0.5,cmd=login_submit&id=1ba960639a01c4cd376c27019b9e19831ba960639a01c4cd376c27019b9e1983&session=1ba960639a01c4cd376c27019b9e19831ba960639a01c4cd376c27019b9e1983,3,4,8,0,0.5,12,4.0,7,12,0.0,4.0,0,0.0,140,46.666666666666664,64,47,30.666666666666668,15.666666666666666,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
24,0.0,https://dnabanglamark.com/Excel01_Spreadsheet02/Xls_Sheet/Sheet0,9,5,50,0,0.1,0,1,-1,0,dnabanglamark.com,1,0,16,0,0.0,/Excel01_Spreadsheet02/Xls_Sheet/Sheet0,5,5,29,0,0.1724137931034483,,5,5,29,0,0.1724137931034483,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
25,0.0,http://netzero.consulting/5/onedrive/,7,1,29,0,0.034482758620689655,0,0,-1,0,netzero.consulting,1,0,17,0,0.0,/5/onedrive/,3,1,8,0,0.125,,3,1,8,0,0.125,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
26,0.0,http://netzero.consulting/4/off-vl/,8,1,26,0,0.038461538461538464,0,0,-1,0,netzero.consulting,1,0,17,0,0.0,/4/off-vl/,4,1,5,0,0.2,,4,1,5,0,0.2,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
27,0.0,http://jrshowpro.com/Updateaccount/LUNO%20NEW/,7,2,36,0,0.05555555555555555,1,0,-1,0,jrshowpro.com,1,0,12,0,0.0,/Updateaccount/LUNO%20NEW/,3,2,20,0,0.1,,3,2,20,0,0.1,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
28,0.0,http://icruisetrip.com/wells/login.php,7,0,31,0,0.0,0,0,-1,0,icruisetrip.com,1,0,14,0,0.0,/wells/login.php,3,0,13,0,0.0,,3,0,13,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
29,0.0,http://heartoftexashoops.com/00z/login.php,7,2,33,0,0.06060606060606061,0,0,-1,0,heartoftexashoops.com,1,0,20,0,0.0,/00z/login.php,3,2,9,0,0.2222222222222222,,3,2,9,0,0.2222222222222222,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
30,0.0,http://heartoftexashoops.com/PENT/login.php,7,0,36,0,0.0,0,0,-1,0,heartoftexashoops.com,1,0,20,0,0.0,/PENT/login.php,3,0,12,0,0.0,,3,0,12,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
31,0.0,http://bluemangoinc.com/outlook5/login.php,7,1,34,0,0.029411764705882353,0,0,-1,0,bluemangoinc.com,1,0,15,0,0.0,/outlook5/login.php,3,1,15,0,0.06666666666666667,,3,1,15,0,0.06666666666666667,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
32,0.0,http://amandanucklesphotography.com/oned/onedrive/,7,0,43,0,0.0,0,0,-1,0,amandanucklesphotography.com,1,0,27,0,0.0,/oned/onedrive/,3,0,12,0,0.0,,3,0,12,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
33,0.0,http://amandanuckles.com/00xx/login.php,7,2,30,0,0.06666666666666667,0,0,-1,0,amandanuckles.com,1,0,16,0,0.0,/00xx/login.php,3,2,10,0,0.2,,3,2,10,0,0.2,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
34,0.0,http://amybeachyrealtor.com/oned/drive/,7,0,32,0,0.0,0,0,-1,0,amybeachyrealtor.com,1,0,19,0,0.0,/oned/drive/,3,0,9,0,0.0,,3,0,9,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
35,0.0,http://adult-sights.com/outlook1/56yu7/login.php,9,4,35,0,0.11428571428571428,0,0,-1,0,adult-sights.com,2,0,14,0,0.0,/outlook1/56yu7/login.php,4,4,17,0,0.23529411764705882,,4,4,17,0,0.23529411764705882,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
36,0.0,http://alexandriafinch.com/securecourtorder/,6,0,38,0,0.0,0,0,-1,0,alexandriafinch.com,1,0,18,0,0.0,/securecourtorder/,2,0,16,0,0.0,,2,0,16,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
37,0.0,http://alexandriafinch.com/securecourtorder/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,18,43,115,0,0.3739130434782609,0,0,-1,0,alexandriafinch.com,1,0,18,0,0.0,/securecourtorder/login.php,3,0,24,0,0.0,l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,3,0,24,0,0.0,1,1.0,1,1,0.0,1.0,0,0.0,33,33.0,33,20,11.0,20.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
38,0.0,http://alexandriafinch.com/mbdattorneys-courtorder/,7,0,44,0,0.0,0,0,-1,0,alexandriafinch.com,1,0,18,0,0.0,/mbdattorneys-courtorder/,3,0,22,0,0.0,,3,0,22,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
39,0.0,http://alexandriafinch.com/mbdattorneys-courtorder/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,19,43,121,0,0.35537190082644626,0,0,-1,0,alexandriafinch.com,1,0,18,0,0.0,/mbdattorneys-courtorder/login.php,4,0,30,0,0.0,l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,4,0,30,0,0.0,1,1.0,1,1,0.0,1.0,0,0.0,33,33.0,33,20,11.0,20.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
40,0.0,http://stormquotation.co.kr/securelogin/wpsec/confidential/,9,0,50,0,0.0,0,0,-1,0,stormquotation.co.kr,2,0,18,0,0.0,/securelogin/wpsec/confidential/,4,0,28,0,0.0,,4,0,28,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
41,0.0,http://squeezetravel.co/Important/login.php,7,0,36,0,0.0,0,0,-1,0,squeezetravel.co,1,0,15,0,0.0,/Important/login.php,3,0,17,0,0.0,,3,0,17,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
42,0.0,http://stormcollie.co.kr/charterintery020202/ZOE-ADOBE/,9,6,40,0,0.15,0,0,-1,0,stormcollie.co.kr,2,0,15,0,0.0,/charterintery020202/ZOE-ADOBE/,4,6,21,0,0.2857142857142857,,4,6,21,0,0.2857142857142857,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
43,0.0,http://stormcollie.co.kr/charterfolder032/ZOE-ADOBE/,9,3,40,0,0.075,0,0,-1,0,stormcollie.co.kr,2,0,15,0,0.0,/charterfolder032/ZOE-ADOBE/,4,3,21,0,0.14285714285714285,,4,3,21,0,0.14285714285714285,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
44,0.0,http://stormfrosting.co.kr/Dropbox/tech/,8,0,32,0,0.0,0,0,-1,0,stormfrosting.co.kr,2,0,17,0,0.0,/Dropbox/tech/,3,0,11,0,0.0,,3,0,11,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
45,0.0,http://stormcollie.co.kr/charterdeatils2/ZOE-ADOBE/,9,1,41,0,0.024390243902439025,0,0,-1,0,stormcollie.co.kr,2,0,15,0,0.0,/charterdeatils2/ZOE-ADOBE/,4,1,22,0,0.045454545454545456,,4,1,22,0,0.045454545454545456,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
46,0.0,http://stormcollie.co.kr/charter094/ZOE-ADOBE/,9,3,34,0,0.08823529411764706,0,0,-1,0,stormcollie.co.kr,2,0,15,0,0.0,/charter094/ZOE-ADOBE/,4,3,15,0,0.2,,4,3,15,0,0.2,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
47,0.0,http://stormcollie.co.kr/charter20201/ZOE-ADOBE/,9,5,34,0,0.14705882352941177,0,0,-1,0,stormcollie.co.kr,2,0,15,0,0.0,/charter20201/ZOE-ADOBE/,4,5,15,0,0.3333333333333333,,4,5,15,0,0.3333333333333333,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
48,0.0,https://abol-blida.org/wp-includes/SimplePie/HTTP/accss/sxxxm/log.htm,13,0,56,0,0.0,0,1,-1,0,abol-blida.org,2,0,12,0,0.0,/wp-includes/SimplePie/HTTP/accss/sxxxm/log.htm,8,0,39,0,0.0,,8,0,39,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,htm,0,0,3,0,0.0,0.0
49,0.0,https://abol-blida.org/wp-includes/SimplePie/HTTP/accss/sxxxm/access.php,13,0,59,0,0.0,0,1,-1,0,abol-blida.org,2,0,12,0,0.0,/wp-includes/SimplePie/HTTP/accss/sxxxm/access.php,8,0,42,0,0.0,,8,0,42,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
50,0.0,https://sibn22.com/wp-includes/SimplePie/HTTP/access/info/log.htm,12,2,51,0,0.0392156862745098,0,1,-1,0,sibn22.com,1,2,7,0,0.2857142857142857,/wp-includes/SimplePie/HTTP/access/info/log.htm,8,0,39,0,0.0,,8,0,39,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,htm,0,0,3,0,0.0,0.0
51,0.0,https://sibn22.com/wp-includes/SimplePie/HTTP/access/info/access.php,12,2,54,0,0.037037037037037035,0,1,-1,0,sibn22.com,1,2,7,0,0.2857142857142857,/wp-includes/SimplePie/HTTP/access/info/access.php,8,0,42,0,0.0,,8,0,42,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
52,0.0,http://thetnlawfirm.com/validpdf/,6,0,27,0,0.0,0,0,-1,0,thetnlawfirm.com,1,0,15,0,0.0,/validpdf/,2,0,8,0,0.0,,2,0,8,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
53,0.0,http://scrapgraph100.com/officee/login.php,7,3,32,0,0.09375,0,0,-1,0,scrapgraph100.com,1,3,13,0,0.23076923076923078,/officee/login.php,3,0,15,0,0.0,,3,0,15,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
54,0.0,https://www.komunitasfilmpramuka.org/ched/tnop.php,8,0,42,0,0.0,0,1,-1,0,www.komunitasfilmpramuka.org,2,0,26,0,0.0,/ched/tnop.php,3,0,11,0,0.0,,3,0,11,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
55,0.0,https://super-ofertas-de-janeiro.com/americans/review.php,10,0,47,0,0.0,0,1,-1,0,super-ofertas-de-janeiro.com,4,0,24,0,0.0,/americans/review.php,3,0,18,0,0.0,,3,0,18,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
56,0.0,http://lagopodousgraph.com/works/eight/login.php,8,0,40,0,0.0,0,0,-1,0,lagopodousgraph.com,1,0,18,0,0.0,/works/eight/login.php,4,0,18,0,0.0,,4,0,18,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
57,0.0,http://pdutama.com/support/login.php,7,0,29,0,0.0,0,0,-1,0,pdutama.com,1,0,10,0,0.0,/support/login.php,3,0,15,0,0.0,,3,0,15,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
58,0.0,http://jeffreymheath.info/kr/,6,0,23,0,0.0,0,0,-1,0,jeffreymheath.info,1,0,17,0,0.0,/kr/,2,0,2,0,0.0,,2,0,2,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
59,0.0,http://jeffreyheath.net/hassna/,6,0,25,0,0.0,0,0,-1,0,jeffreyheath.net,1,0,15,0,0.0,/hassna/,2,0,6,0,0.0,,2,0,6,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
60,0.0,http://jeffreyheath.net/BNP/,6,0,22,0,0.0,0,0,-1,0,jeffreyheath.net,1,0,15,0,0.0,/BNP/,2,0,3,0,0.0,,2,0,3,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
61,0.0,https://onflinders.com.au/fonts/74-urgent/urgent/login.php,11,2,45,0,0.044444444444444446,0,1,-1,0,onflinders.com.au,2,0,15,0,0.0,/fonts/74-urgent/urgent/login.php,6,2,25,0,0.08,,6,2,25,0,0.08,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,php,0,0,3,0,0.0,0.0
62,0.0,http://chattwhatsapp.vvipx6.com/,6,1,25,0,0.04,0,0,-1,0,chattwhatsapp.vvipx6.com,2,1,21,0,0.047619047619047616,/,1,0,0,0,0.0,,1,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0.0
