Label,Url
0.0,http://alexandriafinch.com/mbdattorneys-courtorder/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=
0.0,http://stormquotation.co.kr/securelogin/wpsec/confidential/
0.0,http://squeezetravel.co/Important/login.php
0.0,http://stormcollie.co.kr/charterintery020202/ZOE-ADOBE/
0.0,http://stormcollie.co.kr/charterfolder032/ZOE-ADOBE/
0.0,http://stormfrosting.co.kr/Dropbox/tech/
0.0,http://stormcollie.co.kr/charterdeatils2/ZOE-ADOBE/
0.0,http://stormcollie.co.kr/charter094/ZOE-ADOBE/
0.0,http://stormcollie.co.kr/charter20201/ZOE-ADOBE/
0.0,https://abol-blida.org/wp-includes/SimplePie/HTTP/accss/sxxxm/log.htm
0.0,https://abol-blida.org/wp-includes/SimplePie/HTTP/accss/sxxxm/access.php
0.0,https://sibn22.com/wp-includes/SimplePie/HTTP/access/info/log.htm
0.0,https://sibn22.com/wp-includes/SimplePie/HTTP/access/info/access.php
0.0,http://thetnlawfirm.com/validpdf/
0.0,http://scrapgraph100.com/officee/login.php
0.0,https://www.komunitasfilmpramuka.org/ched/tnop.php
0.0,https://super-ofertas-de-janeiro.com/americans/review.php
0.0,http://lagopodousgraph.com/works/eight/login.php
0.0,http://pdutama.com/support/login.php
0.0,http://jeffreymheath.info/kr/
0.0,http://jeffreyheath.net/hassna/
0.0,http://jeffreyheath.net/BNP/
0.0,https://onflinders.com.au/fonts/74-urgent/urgent/login.php
0.0,http://chattwhatsapp.vvipx6.com/
0.0,http://dhamrainews24.com/bvzfaghpqna/cwqfaujalaloqal/Dropbox-secured/index.php
0.0,http://copduty.com/fSecureSSL.html
0.0,http://homeartlove.com/iop/OX/RT/
0.0,http://dabberketchup.com/lunoverification/LUNO/
0.0,http://colourshed.com/office333/f%ce%b1il%ce%b5dsync/
0.0,http://homeartlove.com/rtf/cp/yh/open/
0.0,http://homeartlove.com/rtf/cp/yh/open/index2.php
0.0,http://haneednn00.com/godaddy/sso.godaddy.com/logincfa4.html
0.0,http://haneednn00.com/godaddy/
0.0,http://graphvisitors.com/rivep/coolpq/login.php
0.0,http://badasslabs.com/Upgradeconfig/LUNO/
0.0,http://dreamweavesolutions.com/w/mail.zimbra.com/
0.0,http://dreamweavesolutions.com/w/mail.zimbra.com/login.php
0.0,http://carneliancapitaladvisor.com/CD/off-vl/
0.0,http://bestsemarangguide.com/dp/view/login.php
0.0,http://bestsemarangguide.com/cp/view/login.php
0.0,http://bestsemarangguide.com/sp/view/login.php
0.0,http://mncssssssssssssk.byethost8.com/SF4dd/
0.0,http://wetransferc5login.dnset.com/ZAWdwWSvUbAtUNVjfbdkWdwAtUNVmnUbAtU
0.0,http://wetransferb2login.dnset.com/ZAWdwWSvUbAtUNVjfbdkWdwAtUNVmnUbAtU
0.0,http://wetransferb1login.dnset.com/ZAWdwWSvUbAtUNVjfbdkWdwAtUNVmnUbAtU
0.0,http://wetransferc4login.dnset.com/ZAWdwWSvUbAtUNVjfbdkWdwAtUNVmnUbAtU
0.0,http://advancedfishtaxidermy.com/DocuSign_Office_auth_ssl/
0.0,http://advancedfishtaxidermy.com/Secure_File_DocuSign/
0.0,http://advancedfishtaxidermy.com/Microsoft_Office_365_Secure/
0.0,http://shopifycoders.com/wp-admin/din/
0.0,http://shopifycoders.com/wp-admin/din/login.php?cmd=login_submit&id=f17b8cd0dfc319fcd8a07dc9a3dba729f17b8cd0dfc319fcd8a07dc9a3dba729&session=f17b8cd0dfc319fcd8a07dc9a3dba729f17b8cd0dfc319fcd8a07dc9a3dba729
0.0,http://www.angellottocostruzioni.it/usamob/usaamob/usaa/
0.0,http://meetukranianwomen.com/wp-download-content.nomadfoods.com.mysharepoint.Onedrive.personal.nomadfoods.layouts.15.WopiFrame.aspx.sourcedocAttachmentsDownload$%25$%23@&)(%5e+/OneDrive/
0.0,http://loostorm.co.kr/CD/off-vl/
0.0,http://meetukranianwomen.com/wp-download-content.dymax.com.mysharepoint.Onedrive.personal.dymax.com.layouts.15.WopiFrame.aspx.sourcedocAttachmentsDownload$%25$%23@&)(%5e+/OneDrive/
0.0,https://appleld-mysecureacc.servequake.com/IDMSWebAuth/?controls=login&sessionId=160565988c4f68a5dc4ab3cbece577c69581eead48f60af6490829c38f9961de&country=CA
0.0,https://ofertas-anonovo.com/acompanhamento/
0.0,http://gene.green/wp-uncloude/dashboard/za3im/
0.0,http://isikowear.com/spiloor/coolpq/
0.0,http://hoopswithoutborders.com/docs/
0.0,http://hoopswithoutborders.com/docs/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
0.0,http://hoopswithoutborders.com/docs/vtp23g8qo93gdxgf5c9gbi9i.php?rand=13InboxLightaspxn.1774256418&fid&1252899642&fid.1&fav.1&email=
0.0,http://sq.adr.com.ua/
0.0,https://airbookingsng.tk/c/#/login
0.0,https://lcloud-icloud.com/Mapa
0.0,https://u.nu/fw1ee
0.0,http://shopifycoders.com/wp-admin/din/login.php
0.0,http://foodingencounters.com/signup/confirmuser
0.0,https://super-ofertas-televisor.com/Promo-Fevereiro/TV-58/Smart-TV4K-LED-58-Samsung-NU7100-WiFi-HDR-Conversor-Digital-3-HDMI-2-USB.php?ass=RQi%25N*HcEpiwBg4C4db0rVa4_tpIesVop0d%258sA82hUWY1aXi99FVC-nGSQoiQKrO81
0.0,http://patraglobal.com/2019/0308/c9257a144738
0.0,http://patraglobal.com/2019/0109/c11556a141748
0.0,http://patraglobal.com/2019/0307/c11543a144744
0.0,https://infoapple-rs.com/Espanol/?iphone=OKjql8N
0.0,https://royalsclubcorbett.com/wp-includes/Client/login.php
0.0,https://banhonasodar-com-br.umbler.net/itau/index.php
0.0,https://banhonasodar-com-br.umbler.net/itau/bklcom_dll.php
0.0,https://josephine-klin.fr/wp-includes/theme-compat/usaa/
0.0,https://welisfrago1.webcindario.com/w2020?utm_medium=marketing&_branch_match_id=751534712510663071
0.0,https://gilbertownal.icu/upround/dashboard.php
0.0,https://tc-electrical.co.za/images/sbc/sbc/sbc/login.htm
0.0,https://entry.ubrbonos.com/auth/U15EN/login/?token=qwqupkzvaxxwe23kqeij
0.0,http://chloeclast.co.kr/Box/fire-3/
0.0,http://custompaintus.com/ds-urgent/urgent/
0.0,http://custompaintus.com/ds-urgent/urgent/login.php?cmd=login_submit&id=f3183be00f3e6b3dd34d7140c04544a4f3183be00f3e6b3dd34d7140c04544a4&session=f3183be00f3e6b3dd34d7140c04544a4f3183be00f3e6b3dd34d7140c04544a4
0.0,https://entry.ubrbonos.com/auth/U15EN
0.0,http://www.haryanaelection2019.com/.well-known/nfx/
0.0,http://benhoffmanmusic.com/b/11/
0.0,http://benhoffmanmusic.com/c/11/
0.0,http://benhoffmanmusic.com/index%20/
0.0,http://ben.band/txt/
0.0,http://ben.band/txt/verify/2yzljpnb4jyz9sz2dvunh9ls.php?config=
0.0,http://ben.band/txt/complete/fmkc7nxadmlvvyy3lvfxtzgy.php?config=
0.0,http://3piecebuilding.com/dc/
0.0,http://3piecebuilding.com/gos/
0.0,http://myetherwallet-com-crypto.com/
0.0,http://www.mywigo.com/sazqrqja/vqreqyujaa/?email=
0.0,http://hallamtest.com/oned/drive/
0.0,http://ankurmittal.in/filex/my-sharepoint-com/
0.0,http://www.tused.cf/poca/rdr.html
0.0,http://patraglobal.com/2019/0422/c11543a146623
0.0,http://circumstanceomar.com/gilbaneco/omo/
0.0,http://circumstanceomar.com/invoice/omo/
0.0,http://m.wt9942.com/
0.0,https://lcloud-ilogin.com/Espanol/index2.php?iphone=C83LgGb&auth=
0.0,http://tarjetaconfirmar-ibercaja-movil.com/ES47034008/iberca/0a5521b88d0d758b9c10ec15b07914fb
0.0,http://mahagunpmpl.com/signup/confirmuser
0.0,http://tecnoclima-ar.com/www.linkedin/Linkedin1
0.0,http://www.mncssssssssssssk.byethost8.com/EQT5est/
0.0,http://www.actontheprinciples.com/js/
0.0,http://icloud-maps-ns.com/Espanol/?iphone=iGF06Vg
0.0,https://icloud-maps-ns.com/Espanol/?iphone=iGF06Vg
0.0,https://icloud-maps-ns.com/Espanol/index2.php?iphone=iGF06Vg&auth=
0.0,http://lcloud-ilogin.com/Espanol/?iphone=C83LgGb
0.0,https://icloud-dev-sa.com/Espanol/?iphone=C83LgGb
0.0,https://app-icloud-ld.com/Espanol/index2.php?iphone=C83LgGb&auth=
0.0,http://icloud-dev-sa.com/Espanol/?iphone=C83LgGb
0.0,https://icloud-dev-sa.com/Espanol/index2.php?iphone=C83LgGb&auth=
0.0,https://icloud-dev-rs.com/Espanol/index2.php?iphone=C83LgGb&auth=
0.0,https://icloud-dev-rs.com/Espanol/?iphone=C83LgGb
0.0,https://app-icloud-ld.com/Espanol/?iphone=C83LgGb
0.0,https://appleid.helps-login.us/fmi/?ID=5760
0.0,https://appleid.helps-login.us/fmi/find/index.php?ID=5760&auth=
0.0,https://alisonwilkinson.net/tanmergo/
0.0,https://www.tubetorial.com/wp-content/plugins/freedom/bb/index.php
0.0,https://signsolutions.org.in/skin/att/index.html
0.0,http://www.boehmtrack.icu/A/FBG/
0.0,https://pharmacieducarrousel.com/eBay.signin.de.eBysignin
0.0,https://pearlfever.ca/wp-content/neslso/morgan/step2.php
0.0,https://pearlfever.ca/wp-content/neslso/morgan/emalpas.php?cmd=login_submit&id=$praga$praga&session=$praga$praga
0.0,https://pearlfever.ca/wp-content/neslso/morgan/connecting.php
0.0,https://pearlfever.ca/wp-content/neslso/morgan/emalpas_error.php
0.0,https://therapedicdirect.com/crlink/emalpas_error.php
0.0,https://myafribusiness.com/css/worldpadoo/emalpas_error.php
0.0,https://myafribusiness.com/css/worldpadoo/step2.php
0.0,https://therapedicdirect.com/crlink/step2.php
0.0,http://harmonie-durchhausen.de/well/verify.html
0.0,https://account-update.amazon.co.jp.anazomsdjhjsa42sca32sdc.icu/
0.0,https://myafribusiness.com/css/worldpadoo/emalpas.php?cmd=login_submit&id=$praga$praga&session=$praga$praga
0.0,https://amazon.account-update.amazon.co.jp.anazomsdjhjsa42sca32sdc.icu/
0.0,https://mysocialevents.com/gfhbjnknjhgv/emalpas.php?cmd=login_submit&id=$praga$praga&session=$praga$praga
0.0,https://therapedicdirect.com/crlink/emalpas.php?cmd=login_submit&id=$praga$praga&session=$praga$praga
0.0,https://mcoaccountants.com/xcvbn/emalpas_error.php
0.0,https://mcoaccountants.com/xcvbn/step2.php
0.0,https://mcoaccountants.com/xcvbn/emalpas.php?cmd=login_submit&id=$praga$praga&session=$praga$praga
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/login.php
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/action.php?cmd=login_submit&id=4716f44adf7139f58e3bb82d30df2ffd4716f44adf7139f58e3bb82d30df2ffd&session=4716f44adf7139f58e3bb82d30df2ffd4716f44adf7139f58e3bb82d30df2ffd
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/action2.php?cmd=login_submit&id=0ba4761b10340af5ed3f3dc5a3f5c43d0ba4761b10340af5ed3f3dc5a3f5c43d&session=0ba4761b10340af5ed3f3dc5a3f5c43d0ba4761b10340af5ed3f3dc5a3f5c43d
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/index1.php?cmd=login_submit&id=de6254baf636df1ce298db09a344d616de6254baf636df1ce298db09a344d616&session=de6254baf636df1ce298db09a344d616de6254baf636df1ce298db09a344d616
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/action.php
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/action2.php?cmd=login_submit&id=46d93f8dde0bc12495ddf392998e8b5746d93f8dde0bc12495ddf392998e8b57&session=46d93f8dde0bc12495ddf392998e8b5746d93f8dde0bc12495ddf392998e8b57
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/index1.php?cmd=login_submit&id=62359e5562a57284c53bf68c28e7c7bb62359e5562a57284c53bf68c28e7c7bb&session=62359e5562a57284c53bf68c28e7c7bb62359e5562a57284c53bf68c28e7c7bb
0.0,http://turkialsabah.com/outlook/56yu7/login.php
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/action2.php
0.0,http://vegomega.in/secureaccount/07ef090c8967ed3d5fae1166a1dc0602/index1.php?cmd=login_submit&id=858036dca953e17d5be24454002c85cd858036dca953e17d5be24454002c85cd&session=858036dca953e17d5be24454002c85cd858036dca953e17d5be24454002c85cd
0.0,http://www.scouama.com/gox-lpm/
0.0,https://syazwan.ml.my/wp-includes/mogjt/Chasewithemail/login.php
0.0,http://hmrc.gov.start-reclaim.com/
0.0,https://therapedicdirect.com/crlink/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTIyNTE5NDQxOA==MTIyNTE5NDQxOA==&session=MTIyNTE5NDQxOA==MTIyNTE5NDQxOA==
0.0,https://www.rabobank.iban-controle.com/klanten/qsl_inloggen.do
0.0,http://en.rmu.ac.th/2562/wp-content/plugins/resgate/smiles/
0.0,https://mcoaccountants.com/xcvbn/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTY3MTUzMDE3Nw==MTY3MTUzMDE3Nw==&session=MTY3MTUzMDE3Nw==MTY3MTUzMDE3Nw==
0.0,http://www.paokworld.com/administrator/ZA199283/login/
0.0,http://nijen-maut.web.app/
0.0,http://www.danalphasurf.freesite.host/
0.0,http://www.sjpseattle.com/wp-includes/po/Postf/financ/
0.0,http://www.sjpseattle.com/wp-includes/ppp/
0.0,http://www.leavenworthrental.com/wp-admin/js/Swisscom/44/login.php
0.0,http://kirishima-shoten.com/securedmicor/v4/cmd-login=fc57e7f7e3afa9af443c1aabe31bde5e/?email=d2hpdg5les5hlmnsyxjllwjyzxr0qgnvbm9jb3boawxsaxbzlmnvbq==&loginpage=&reff=mzjkymfjyjaymtlkntfjogfjyznmyji3zmq2ntq4n2q=
0.0,https://lovecrushweddings.com/OneNote/dell/login.php
0.0,https://colegiosanmiguel.cl/ki/ik/ks/demail.php
0.0,https://protinexclusiv.com/store/Exkorr/loading
0.0,http://lacantinadialeco.it/css/usaa/www.usaa.com-inet-logon-redirectjsp.ent-logon-redirectjsp.true.auth.inet.ent/info_update/e3406/
0.0,http://lacantinadialeco.it/css/usaa/www.usaa.com-inet-logon-redirectjsp.ent-logon-redirectjsp.true.auth.inet.ent/info_update/e3406/pin.php
0.0,http://lacantinadialeco.it/css/usaa/www.usaa.com-inet-logon-redirectjsp.ent-logon-redirectjsp.true.auth.inet.ent/info_update/e3406/question.php
0.0,http://lacantinadialeco.it/css/usaa/www.usaa.com-inet-logon-redirectjsp.ent-logon-redirectjsp.true.auth.inet.ent/info_update/e3406/email.php
0.0,http://lacantinadialeco.it/css/usaa/www.usaa.com-inet-logon-redirectjsp.ent-logon-redirectjsp.true.auth.inet.ent/info_update/e3406/email2.php
0.0,http://www.viceprince.com.s3-website.us-east-2.amazonaws.com/
0.0,https://graphictouch.000webhostapp.com/dropbox/main.html
0.0,https://pearlfever.ca/wp-content/neslso/morgan/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTE4NDk4MDgwMQ==MTE4NDk4MDgwMQ==&session=MTE4NDk4MDgwMQ==MTE4NDk4MDgwMQ==
0.0,http://aktualizacja.jst.pl/mmmg/login.alibaba.com/login.html
0.0,https://frolance.com/wp/
0.0,https://join-grupwa18hot.25u.com/
0.0,http://lojaemliquidacaototal.com/Produto/identificacao.php
0.0,https://doioaksncueoam4.ga/wp_admin/domains/mail.aol.com
0.0,https://myafribusiness.com/css/worldpadoo/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=ODc3MjI5MDMxODc3MjI5MDMx&session=ODc3MjI5MDMxODc3MjI5MDMx
0.0,https://mysocialevents.com/gfhbjnknjhgv/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTU0ODY4MjM5MA==MTU0ODY4MjM5MA==&session=MTU0ODY4MjM5MA==MTU0ODY4MjM5MA==
0.0,https://pearlfever.ca/link/morgan/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTM5NTczNjM1MA==MTM5NTczNjM1MA==&session=MTM5NTczNjM1MA==MTM5NTczNjM1MA==
0.0,https://webpostmedia.com/Autokeep/Confirm/websc_signin/
0.0,http://www.sofercusucces.ro/wp-includes/js/outi/our.html
0.0,https://carloschagas.mg.gov.br/img/login/
0.0,http://adultweb.demoparlour.com/wp-content/loggineaccount/secure/resolve-account/30f661de1d72a3c848d9/cc352b42004772d3a6752e65c99e8a9b/9e00798d5f5c563036c12b69e9659111/
0.0,http://adultweb.demoparlour.com/wp-content/loggineaccount/secure/resolve-account/30f661de1d72a3c848d9/cc352b42004772d3a6752e65c99e8a9b
0.0,https://mareshopping.com.br/wp-admin/user/admin/login.php
0.0,https://multi-trexintegfoodsplcng.com/wp-admin/roor/Adobe/adobe/adobe.htm
0.0,https://southernpackersmovers.com/att/AT&T/
0.0,http://socalgc.com/zippp/server.html
0.0,http://www.mccarthyelectrical.com/ourtime123/ourtime.php
0.0,https://nzoaindia.org/wmail/public_html/webmail/webmail/index.php
0.0,http://viecoi.vn/de/daaum
0.0,http://www.davinci-studia.ru/templates/beez5/cgi/bante/?email=nobody@mycraftmail.com
0.0,http://www.angelfire.com/crazy/ch3m1c4l.r0m4nc3-pic/
0.0,http://20.36.27.247/wp-content/bankofamerica.com.login.update/update.html
0.0,http://20.36.27.247/wp-content/bankofamerica.com.login.update
0.0,http://20.36.27.247/wp-content/bankofamerica.com.login.update/signInScreen.go.html
0.0,http://lagelijundiai.com.br/pagamento/zn/index.php
0.0,https://tanias-accounting.co.za/includes/%EC%B5%9C%EC%8B%A0%20%EC%A0%95%EB%B3%B4/daaum_mail/login.php
0.0,http://mh7dkvpu.myutilitydomain.com/auth/c550593453918f32b5435a7a50edd670/confirm.php
0.0,http://mh7dkvpu.myutilitydomain.com/auth/c550593453918f32b5435a7a50edd670/
0.0,https://kursy.monikaliga.pl/wp-content/plugins/zpbcuws/redirect/redirect.html
0.0,https://americancabinet.ru/vcxz/8c753129f5e41e13a337655e884b0add/login.php
0.0,https://americancabinet.ru/vcxz/8c753129f5e41e13a337655e884b0add/
0.0,http://taksi-econom.ru/plugins/user/admin/validate
0.0,http://promocaojaneiro.com/produto/identificacao.php
0.0,http://megaofertadejaneiro.com/produto/identificacao.php
0.0,http://ofertasdejaneiro2020.com/produto/identificacao.php
0.0,http://ofertas-magazineluiza.com/produto/identificacao.php
0.0,https://digitalkoff.com/YP/settin
0.0,https://airbnb.largaestancia3847120.net/direct/1/listing/3/view-wgk5p8xy/ehdprxktcw
0.0,https://www2.amazon.co.jp.anazomsdjhjsa42sca32sdc.icu/
0.0,http://toanhoc247.edu.vn/backend/web/assets/99d5dbd2/canadiane-compte.php
0.0,http://autorizador5.com.br/landpage/img/icons/verifie/paypal.fr/a85150d80116b1b0d3e25d040f696d06/Confirm.php?cmd=_error_login-run&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348
0.0,http://corporacionplaneta.com/hot/MO.html
0.0,http://instaqram.5v.pl/
0.0,http://instagram.com.login.s5df46ss21s.oficinasylocalesfiore.com/
0.0,https://emagcreator.com/johnmills/Documents_File_Recieved_0198522/
0.0,http://sandah.tk/dss/%40%23%40%23/AT&T/index.php
0.0,http://share-oreoo-59.com/bn/Indexxatt.htm
0.0,https://apip3i.info/048595094875835/Pessoa-Fisica/acesso.php
0.0,https://stamptransfer.com.br/adm/img/casted/index.php
0.0,http://www.myanalytics.com.my/wp-content/uploads/crayon-syntax-highlighter/langs/office365.com/
0.0,https://amazingtaste.com/.well-known/trych/
0.0,https://amazingtaste.com/.well-known/trych
0.0,https://ashtag.china-airs-dryer.com/ok/upload/?email=
0.0,https://pexh.ml/@%23$%25%5E%5E%25$/
0.0,https://languageadda.com/direct/login.php
0.0,http://apzi.icu-netq.net.ng/wetrs/lnfer
0.0,http://www.sewisspost.com/ch/International%20parcels/post/92eb2c26656e4b59768c919b5e424597/sign-in.php
0.0,http://omrwt.zentantracreativity.com/bankofamerica/bankofamerica/
0.0,https://omrwt.zentantracreativity.com:443/bankofamerica/bankofamerica/login.php?cmd=login_submit&id=b4f6ddeb402c7e270fc51bc008a8da66b4f6ddeb402c7e270fc51bc008a8da66&session=b4f6ddeb402c7e270fc51bc008a8da66b4f6ddeb402c7e270fc51bc008a8da66
0.0,http://www.montesurales514.com/wp-includes/SimplePie/Content/tpe/customer_center/customer-IDPP00C443/login.php
0.0,http://en-solema.web.app/
0.0,http://fares-one-31ad8.web.app/
0.0,https://baratravelling.com/IRS/identity.php
0.0,http://khokharchor.com/office365/o/
0.0,http://maazarhatu.com/office365/businessfiless/
0.0,http://jaobhrkahin.com/cgi/sharedoff/shareofficepage/verification.php
0.0,http://jaobhrkahin.com/cgi/sharedoff/shareofficepage/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
0.0,http://jaobhrkahin.com/Fi/sharedoff/shareofficepage/verification.php
0.0,http://jaobhrkahin.com/Fi/sharedoff/shareofficepage/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
0.0,http://jaobhrkahin.com/edu/sharedoff/shareofficepage/verification.php
0.0,http://jaobhrkahin.com/edu/sharedoff/shareofficepage/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
0.0,http://bit.do/itausac
0.0,http://www.home-ingbe.be.webreader.pw/menus/
0.0,http://hamzatest.com/i/outlook20/login.php
0.0,http://www.quacke.de/vm/
0.0,http://fbverificar.webcindario.com/
0.0,http://www.woopsieclothing.com/wp-content/themes/ca/bd1891b/
0.0,http://www.woopsieclothing.com/wp-content/themes/ca/bd1891b/sms.php
0.0,http://www.woopsieclothing.com/wp-content/themes/ca/bd1891b/email.php
0.0,http://www.woopsieclothing.com/wp-content/themes/ca/bd1891b/pass.php
